create_time,double_chicken,double_damage_per_match,double_deaths_num,double_headshot_kills_sum,double_kills_max,double_kills_sum,double_play_times,double_rating,double_survived_second,id,mode,season,solo_chicken,solo_damage_per_match,solo_deaths_num,solo_headshot_kills_sum,solo_kills_max,solo_kills_sum,solo_play_times,solo_rating,group1,group2,solo_survived_second,square_chicken,square_damage_per_match,square_deaths_num,square_headshot_kills_sum,square_kills_max,square_kills_sum,square_play_times,square_rating,square_survived_second,user_id
7/18/2018,13,244.52,148,70,10,287,161,1793,652.909,304874,tpp,18-Sep,2,147.456,58,20,6,70,60,1638,low,low,382.601,21,275.969,265,156,12,604,286,1883,721.659,5b29993bd31cba000125a193
7/18/2018,0,102.864,22,1,2,15,22,1693,538.015,304270,tpp,18-Sep,0,66.3842,25,1,2,13,25,1638,low,low,319.342,10,95.893,310,30,7,195,320,1941,865.149,5a2c00f264f344000191082e
7/18/2018,1,114.746,88,11,5,73,89,1809,609.768,304056,tpp,18-Sep,0,24.26,8,0,1,1,8,1640,low,low,132.898,5,90.8528,126,16,5,70,131,1770,568.091,5a92a550fa833e000177efef
7/18/2018,0,85.6967,42,5,2,21,42,1713,604.006,305016,tpp,18-Sep,0,92.1827,34,6,4,22,34,1643,low,low,426.067,11,88.4718,145,18,7,81,156,1803,737.792,5a5b3d70647242000166a817
7/18/2018,0,99.5245,6,0,1,1,6,1720,958.401,304577,tpp,18-Sep,0,24.8178,8,0,1,1,8,1645,low,low,326.886,1,48.7918,126,9,3,37,127,1872,741.597,5b8961b4fdd9260001c8cfcb
7/18/2018,2,98.4569,31,4,3,24,33,1830,880.292,304680,tpp,18-Sep,0,76.3794,13,2,2,7,13,1648,low,low,289.304,7,96.2439,201,32,4,107,208,1940,901.625,5a595a2f95e11c00015380ea
7/18/2018,0,60.0215,17,1,3,6,17,1688,471.216,304809,tpp,18-Sep,0,17.6187,18,1,1,1,18,1649,low,low,341.225,0,146.309,59,12,4,54,59,1857,888.438,59fe363614f756000111c0bf
7/18/2018,2,282.758,53,20,10,131,55,1807,512.034,304016,tpp,18-Sep,0,235.201,74,29,14,158,74,1649,low,low,327.137,7,298.39,79,35,13,201,86,1776,609.678,59fdada6301cfa0001f777fe
7/18/2018,2,156.713,106,19,7,128,108,1726,484.782,303066,tpp,18-Sep,0,111.912,36,8,7,37,36,1650,low,low,281.712,9,113.922,275,53,6,219,284,1862,641.817,5b1b99943e8c9e0001075b31
7/18/2018,0,68.2173,91,8,5,40,91,1793,631.988,304460,tpp,18-Sep,0,44.4994,64,5,3,20,64,1651,low,low,447.515,4,87.392,150,29,4,74,154,1890,800.152,59fdcdb633e36200017f8701
7/18/2018,3,84.3761,111,20,5,61,114,1786,849.668,303891,tpp,18-Sep,0,40.8512,5,0,1,1,5,1652,low,low,261.229,2,63.1015,26,5,3,14,28,1679,519.259,59fe3d23ca260300013da515
7/18/2018,0,111.18,9,1,4,6,9,1744,881.021,304291,tpp,18-Sep,0,46.0505,13,1,1,3,13,1655,low,low,411.506,2,90.3744,63,14,6,41,65,1808,869.788,5a0ce31f1f97b70001c547ca
7/18/2018,5,133.115,258,59,6,242,263,1768,706.772,304175,tpp,18-Sep,0,36.8385,26,1,2,5,26,1655,low,low,426.824,2,135.33,130,29,5,115,132,1806,778.097,5a9f99b7d2fd2900016c5c0d
7/18/2018,0,108.527,22,4,4,18,22,1751,655.7,303228,tpp,18-Sep,0,69.5627,7,0,4,5,7,1655,low,low,452.574,3,101.212,132,27,4,91,135,1900,671.558,59fe3d10e73f6f0001c2b856
7/18/2018,2,281.057,31,19,13,79,33,1800,651.298,303028,tpp,18-Sep,1,176.861,20,11,13,35,21,1655,low,low,250.93,41,317.003,500,418,17,1431,541,1997,719.122,5a133fbf1c232f0001525163
7/18/2018,1,108.337,72,20,7,50,73,1636,467.378,303033,tpp,18-Sep,0,82.6799,48,2,3,32,48,1656,low,low,427.345,7,131.984,143,41,9,143,150,1834,654.051,5abca66f4843b10001a00233
7/18/2018,1,138.199,58,16,6,50,59,1877,1021.98,303938,tpp,18-Sep,0,31.0155,26,1,4,5,26,1659,low,low,548.243,0,90.0379,31,3,2,13,31,1760,858.333,5ab2287e1d4fea0001378bb5
7/18/2018,2,133.213,145,29,7,113,147,1727,678.844,304558,tpp,18-Sep,0,99.3241,17,2,2,12,17,1659,low,low,364.281,3,107.246,133,15,3,94,136,1802,815.19,5a070c718041fa0001b7364a
7/18/2018,7,70.6959,213,15,6,101,220,1680,653.974,304908,tpp,18-Sep,0,57.681,237,24,4,86,237,1662,low,low,619.236,13,65.6664,251,19,6,105,264,1753,722.023,5a49b8fa4a54030001ee42ba
7/18/2018,0,213.334,14,7,6,21,14,1710,587.91,304726,tpp,18-Sep,0,134.179,28,12,4,31,28,1662,low,low,422.435,9,269.635,451,303,13,927,460,1772,686.589,59fe3d49470aaa00016ac0e5
7/18/2018,0,67.7899,68,5,4,21,68,1869,943.278,304146,tpp,18-Sep,0,48.5431,6,0,1,1,6,1664,low,low,253.338,0,83.3027,11,0,2,4,11,1777,1115.14,5a0c05f8697e3a0001f1e7d1
7/18/2018,0,233.505,24,13,5,45,24,1818,815.597,304038,tpp,18-Sep,0,115.49,7,0,3,8,7,1664,low,low,208.783,9,181.279,101,43,8,160,110,1919,886.49,59fde0ef476a1d0001a15449
7/18/2018,2,75.5184,201,17,4,94,203,1772,651.022,303749,tpp,18-Sep,0,71.7657,47,5,4,18,47,1664,low,low,432.683,7,81.9363,331,28,6,177,338,1729,660.577,59fd98f6bcd6b600015fd910
7/18/2018,0,55.3876,108,6,4,42,108,1714,540.174,303041,tpp,18-Sep,0,70.732,13,1,1,3,13,1665,low,low,276.355,11,65.1477,111,13,3,58,122,1871,801.294,5b26696b7a33d50001c8d68a
7/18/2018,6,67.8958,190,26,5,82,196,1749,500.189,304529,tpp,18-Sep,2,99.5797,75,10,5,52,77,1666,low,low,492.445,9,92.3368,415,38,6,219,424,1705,665.592,5b7116d66c1f480001554150
7/18/2018,1,150.768,96,18,7,91,97,1757,735.609,303459,tpp,18-Sep,0,40.8819,9,0,1,2,9,1667,low,low,188.327,11,166.291,196,38,8,208,207,1914,838.326,59fdc1124d66730001174e4b
7/18/2018,5,143.601,395,104,11,451,400,1662,453.64,303335,tpp,18-Sep,0,111.801,12,3,3,10,12,1668,low,low,410.491,3,185.377,110,41,10,158,113,1810,597.787,5b17693b2e572c00012ead78
7/18/2018,0,64.3682,84,10,4,30,84,1844,777.39,303759,tpp,18-Sep,0,46.5429,7,1,2,3,7,1668,low,low,457.922,1,63.7002,235,14,5,87,236,1851,761.601,5a04fa1d53c4690001a0a8bc
7/18/2018,1,177.441,35,11,5,44,36,1716,671.475,303112,tpp,18-Sep,0,128.717,15,6,2,10,15,1668,low,low,309.838,19,189.018,354,112,9,472,373,1917,835.339,5a045e7254e3a90001797d65
7/18/2018,5,174.23,119,31,8,171,124,1807,565.179,305020,tpp,18-Sep,0,79.9878,18,0,4,12,18,1668,low,low,364.989,19,137.523,454,82,7,448,473,1773,594.327,5ad2107e92d0e000017f5848
7/18/2018,1,257.264,13,9,8,26,14,1809,992.861,303134,tpp,18-Sep,0,0,3,0,0,0,3,1669,low,low,282.3,6,111.534,64,11,6,51,70,1892,989.331,5a01b337f9e6e90001b8c504
7/18/2018,6,132.962,256,58,6,233,262,1886,828.683,304133,tpp,18-Sep,0,124.19,25,10,4,25,25,1669,low,low,389.678,2,142.686,83,18,6,69,85,1799,779.789,59fdbc972cf8280001ca06b6
7/18/2018,1,26.8905,80,2,2,9,81,1868,835.333,304052,tpp,18-Sep,0,26.3113,9,0,1,1,9,1670,low,low,400.238,2,33.0062,49,2,4,9,51,1834,840.42,5b97f499ec37c7000152c0d8
7/18/2018,0,118.343,8,2,1,4,8,1759,1023.85,304247,tpp,18-Sep,0,0,2,0,0,0,2,1670,low,low,484.736,3,127.803,56,10,4,41,59,1794,889.973,5ba512ff8e2b76000191d65f
7/18/2018,2,287.851,78,41,8,153,80,1855,877.07,303992,tpp,18-Sep,0,81.5983,5,2,1,3,5,1671,low,low,275.548,6,211.58,75,21,10,113,81,1822,817.159,5a080abf3423cf00015b8b49
7/18/2018,5,163.311,100,21,6,119,105,1858,669.148,303442,tpp,18-Sep,0,44.8838,8,0,1,3,8,1671,low,low,301.615,14,154.902,368,90,8,401,382,1940,729.062,59fd93d91bf8300001115a39
7/18/2018,1,97.5046,38,4,3,22,39,1793,832.286,304975,tpp,18-Sep,0,115.563,4,0,3,3,4,1672,low,low,353.816,3,88.7867,52,6,3,28,55,1855,772.762,5a1e736311fdc20001772a03
7/18/2018,0,77.3286,5,0,1,1,5,1717,826.61,303606,tpp,18-Sep,0,7.83574,5,0,0,0,5,1672,low,low,763.061,4,100.549,86,12,5,64,90,1885,656.516,5a038c699a7f410001195ad9
7/18/2018,1,58.211,57,2,3,24,58,1712,500.857,303361,tpp,18-Sep,0,30.04,13,0,2,2,13,1672,low,low,631.312,4,91.9761,115,28,13,71,119,1857,535.031,59fdb295c89b880001c644f0
7/18/2018,2,93.3038,79,14,5,56,81,1898,723.133,304438,tpp,18-Sep,0,90.5227,9,0,2,4,9,1673,low,low,505.858,6,89.3354,161,24,5,99,167,1932,855.915,59fddf0dadf569000181fa72
7/18/2018,0,148.002,78,16,4,74,78,1727,589.768,304374,tpp,18-Sep,0,79.618,11,1,3,7,11,1673,low,low,269.538,6,144.181,223,49,7,229,229,1770,724.867,5a5da8f22280d90001011339
7/18/2018,1,65.6683,19,2,4,13,20,1735,803.383,303132,tpp,18-Sep,0,61.8727,7,0,1,3,7,1674,low,low,238.257,9,112.889,121,16,6,90,130,2035,1050.59,59fe3c4c57db750001fd3ff5
7/18/2018,0,190.557,15,3,4,21,15,1746,743.59,304960,tpp,18-Sep,0,123.225,23,6,5,24,23,1674,low,low,458.129,5,164.037,199,58,7,227,204,1808,809.872,5a96375ca2f80c00014f3710
7/18/2018,10,165.947,239,72,10,273,249,1859,815.461,303946,tpp,18-Sep,0,8.2775,4,0,0,0,4,1674,low,low,414.578,9,208.656,207,80,7,268,216,1774,825.679,5adae87e29641f000120c3b9
7/18/2018,0,227.369,7,0,4,11,7,1745,774.72,303568,tpp,18-Sep,0,35.4628,2,0,0,0,2,1675,low,low,124.147,7,201.595,126,32,7,200,133,1911,719.222,59fe34e9202283000189020b
7/18/2018,1,86.923,64,10,5,31,65,1767,761.591,303046,tpp,18-Sep,0,52.3418,15,0,1,5,15,1675,low,low,429.335,14,117.931,416,71,6,282,430,1858,842.895,5a09df67863e2000014838f7
7/18/2018,1,136.238,59,8,6,51,60,1720,631.246,304738,tpp,18-Sep,0,134.36,67,18,6,71,67,1675,low,low,548.501,18,156.889,737,168,9,782,755,1783,810.506,5af8160a7778c7000192019e
7/18/2018,10,138.081,214,60,6,213,224,1875,833.765,303998,tpp,18-Sep,0,93.1602,9,2,2,5,9,1676,low,low,362.575,0,109.276,38,7,5,28,38,1744,610.802,59fdaec3258aa00001a9f4e8
7/18/2018,1,93.0496,159,20,3,80,160,1915,824.942,303149,tpp,18-Sep,0,0,3,0,0,0,3,1676,low,low,292.558,0,110.565,44,7,5,38,44,1965,1096.99,59fe3d4810dffc000125ddd1
7/18/2018,0,150.301,34,12,5,45,34,1725,627.822,304288,tpp,18-Sep,0,55.996,5,1,1,2,5,1676,low,low,327.107,1,133.745,44,7,5,47,45,1850,836.199,59fe3c517a455a0001a3e737
7/18/2018,1,130.367,29,4,7,22,30,1844,968.742,304359,tpp,18-Sep,0,39.2,2,0,0,0,2,1676,low,low,143.134,4,122.283,95,9,4,60,99,1911,1007.95,59fe3d1e06e92a0001a0fe46
7/18/2018,0,74.0491,107,13,3,35,107,1835,751.35,303979,tpp,18-Sep,0,48.1232,6,1,1,1,6,1676,low,low,581.85,4,75.0803,141,10,4,55,145,1842,823.074,59fdfa784ef12700018e48df
7/18/2018,0,11.5818,9,0,0,0,9,1666,378.022,303034,tpp,18-Sep,0,77.5617,26,6,6,17,26,1676,low,low,461.995,4,97.4006,159,20,5,102,163,1823,768.912,5a33fec2651be100015ebc83
7/18/2018,0,207.163,4,1,4,6,4,1711,608.249,303188,tpp,18-Sep,0,13.23,2,0,0,0,2,1676,low,low,149.887,13,178.78,245,69,8,406,258,1861,549.431,5b66e0e9c9cd2a0001a5df45
7/18/2018,5,61.4594,132,7,2,48,137,1822,682.238,303067,tpp,18-Sep,0,51.6975,4,0,1,1,4,1676,low,low,320.965,22,65.5577,529,39,7,264,551,1869,627.714,5b542923c575f400012b1538
7/18/2018,0,55.1819,33,2,2,15,33,1700,621.619,303076,tpp,18-Sep,0,57.182,12,1,2,5,12,1677,low,low,406.934,9,87.348,256,22,5,136,265,1862,815.313,59fd9d339169c80001c6aa7a
7/18/2018,0,194.487,29,10,7,55,29,1752,598.501,303036,tpp,18-Sep,0,153.079,19,5,5,26,19,1677,low,low,246.465,29,184.837,458,157,13,727,487,1802,621.794,5a19806c29cf2f00010b1e7d
7/18/2018,0,95.1538,6,0,3,5,6,1730,952.436,304739,tpp,18-Sep,0,33.3333,3,0,1,1,3,1677,low,low,600.142,15,111.333,562,72,7,358,577,1853,880.897,5a06a98b8a9bd30001d5de84
7/18/2018,0,49.6237,18,0,2,3,18,1680,508.447,304528,tpp,18-Sep,0,22.4538,6,0,1,1,6,1678,low,low,278.072,16,457.41,53,92,9,195,69,2167,1135.94,5a5891d15456260001381107
7/18/2018,2,121.016,99,25,7,92,101,1718,622.304,304439,tpp,18-Sep,0,117.424,11,3,3,9,11,1678,low,low,479.867,3,132.938,129,34,7,136,132,1899,722.421,5a5f0eb425f37200015ac2c2
7/18/2018,1,131.902,45,6,4,31,46,1770,559.048,303399,tpp,18-Sep,0,92.0806,8,1,2,6,8,1678,low,low,357.025,6,148.042,181,46,9,197,187,1929,630.463,59fdbfe6449f77000160c6eb
7/18/2018,3,197.858,44,13,6,61,47,1870,714.173,303400,tpp,18-Sep,0,33.3333,3,0,1,1,3,1678,low,low,725.553,6,167.514,199,62,6,234,205,1926,653.448,59fdce6a9e709500012d25da
7/18/2018,1,69.5227,43,3,4,19,44,1738,724.766,304892,tpp,18-Sep,0,48.9226,6,0,1,2,6,1679,low,low,501.521,1,101.835,46,4,3,20,47,1821,934.601,59fd9536e606fa0001598d66
7/18/2018,0,77.539,58,8,3,27,58,1717,690.968,303856,tpp,18-Sep,0,0,2,0,0,0,2,1679,low,low,170.782,1,127.18,80,15,4,73,81,1744,807.31,5acf2e92306d7c0001d3c91e
7/18/2018,0,274.123,13,6,9,34,13,1796,868.851,303255,tpp,18-Sep,0,152.585,2,1,2,2,2,1679,low,low,336.629,4,223.037,101,41,9,171,105,1941,759.436,59fdba7abee9690001286c4c
7/18/2018,0,107.057,100,22,9,79,100,1757,551.47,304434,tpp,18-Sep,0,33.3333,6,1,1,2,6,1679,low,low,270.3,11,90.3031,308,54,7,194,319,1871,609.165,5a978fe1c20d160001f25dcb
7/18/2018,1,133.629,74,20,6,75,75,1839,750.703,303986,tpp,18-Sep,0,67.9321,2,0,1,1,2,1680,low,low,177.167,2,112.685,62,14,5,51,64,1845,856.757,5b26312abc87bf0001609bc0
7/18/2018,0,185.504,35,14,6,42,35,1875,1133.39,304650,tpp,18-Sep,0,19.42,4,0,0,0,4,1680,low,low,403.889,1,223.936,90,30,6,111,91,1958,1171.69,59fda7ba260a9400017a6a92
7/18/2018,2,84.4957,89,19,4,56,91,1841,872.412,303951,tpp,18-Sep,0,84.973,7,0,1,3,7,1680,low,low,567.788,5,90.2096,126,20,6,69,131,1823,869.525,5aeeacaaf6561c00014200ec
7/18/2018,1,76.5597,194,20,4,66,195,1814,877.65,304151,tpp,18-Sep,1,55.6259,20,4,3,8,21,1680,low,low,916.171,4,79.2755,183,24,4,88,187,1761,837.034,5b0ac5a30a659e0001ecfd6f
7/18/2018,4,167.593,118,25,6,120,122,1850,867.644,304639,tpp,18-Sep,0,75,4,0,1,3,4,1680,low,low,375.229,9,166.687,223,52,7,228,232,1922,1004.87,5a802e0966bab5000103c231
7/18/2018,0,95.1058,14,0,2,8,14,1664,575.27,304807,tpp,18-Sep,0,82.8579,8,0,1,4,8,1680,low,low,482.155,8,127.915,311,74,6,249,319,1857,798.788,5a51ffcaebcec100015ecabe
7/18/2018,1,213.059,42,7,4,60,43,1804,698.083,304596,tpp,18-Sep,0,108.687,6,0,2,5,6,1681,low,low,444.327,4,144.874,33,8,5,32,37,1866,812.868,59fdab04399a990001acc48d
7/18/2018,1,90.7568,23,4,4,16,24,1729,662.161,304860,tpp,18-Sep,0,0,5,0,0,0,5,1681,low,low,389.128,7,80.7495,94,6,4,56,101,1744,874.793,5a069959c290cc00015badda
7/18/2018,2,68.5228,30,1,3,12,32,1773,701.916,303625,tpp,18-Sep,0,38.71,2,0,0,0,2,1681,low,low,422.443,7,78.831,286,30,4,160,293,1864,664.626,5a127b5ae0ba58000140755e
7/18/2018,3,128.41,60,32,14,59,63,1828,660.176,304566,tpp,18-Sep,0,2.73231,3,0,0,0,3,1683,low,low,458.654,5,343.356,33,78,16,103,38,1907,990.502,5a74431033991a00012eb103
7/18/2018,1,80.0964,50,7,2,27,51,1743,657.389,304534,tpp,18-Sep,1,101.004,90,9,6,58,91,1683,low,low,635.022,1,100.617,70,8,3,38,71,1845,870.215,59fe3d41d7990d0001dc13ac
7/18/2018,1,125.966,67,19,8,72,68,1878,890.294,304717,tpp,18-Sep,0,87.0667,3,0,2,2,3,1683,low,low,119.356,6,134.888,80,19,5,79,86,1875,941.176,5aa64fa7046bc80001402ec4
7/18/2018,2,94.8041,41,7,5,33,43,1753,654.644,304445,tpp,18-Sep,0,69.6633,3,0,0,0,3,1683,low,low,313.789,4,55.9405,196,16,4,55,200,1870,901.225,59fdfeafc1f69500011d1cdf
7/18/2018,0,39.3575,17,1,1,3,17,1730,871.609,304612,tpp,18-Sep,0,0,1,0,0,0,1,1684,low,low,832.952,0,47.9373,30,1,1,3,30,1745,881.883,5a0309472d00f50001c501b0
7/18/2018,0,70.3725,43,5,4,20,43,1894,1072.96,303635,tpp,18-Sep,0,33.3333,3,0,1,1,3,1684,low,low,418.065,1,96.6911,57,4,4,36,58,1902,1044.52,59fd9970fdb87b0001c41d86
7/18/2018,1,184.957,44,14,6,68,45,1906,908.754,303683,tpp,18-Sep,0,33.3333,3,0,1,1,3,1684,low,low,277.604,0,150.839,61,12,5,51,61,1748,641.943,59fd96273c6d5e00013b8e8a
7/18/2018,0,46.9253,30,0,2,7,30,1690,484.43,303415,tpp,18-Sep,1,95.8182,15,6,7,13,16,1684,low,low,514.384,3,61.9312,133,7,3,51,136,1839,634.191,59fe3d46cc92b10001ada1d1
7/18/2018,0,65.1406,9,0,1,4,9,1750,1064.11,304755,tpp,18-Sep,0,0,1,0,0,0,1,1684,low,low,791.194,6,129.352,132,25,5,107,138,1852,924.486,59fdb829c254d60001cfe8cd
7/18/2018,0,71.6911,13,2,3,7,13,1696,568.428,303035,tpp,18-Sep,0,47.3902,4,1,1,1,4,1684,low,low,542.61,4,84.2889,157,19,4,83,161,1883,864.837,5a1f973c53781500017de396
7/18/2018,1,209.36,30,15,10,57,31,1798,575.429,303355,tpp,18-Sep,0,38.3683,3,0,1,1,3,1684,low,low,155.806,9,151.618,202,52,7,206,211,1858,767.701,5a00b713ff4b72000195e4dd
7/18/2018,2,104.539,40,4,5,28,42,1822,838.657,304878,tpp,18-Sep,0,50.098,12,1,2,3,12,1684,low,low,503.233,5,104.028,233,25,8,134,238,1839,737.794,5a8557dd01b8ef0001ad975b
7/18/2018,1,59.3161,21,3,5,11,22,1670,479.513,304289,tpp,18-Sep,0,43.5698,9,0,1,3,9,1684,low,low,297.638,6,100.243,253,32,5,152,259,1729,689.359,59fe3d4afa7a0a0001a224d9
7/18/2018,0,130.939,29,9,5,20,29,1766,736.773,303115,tpp,18-Sep,0,23.827,2,0,0,0,2,1684,low,low,767.643,19,110.46,267,49,7,189,286,1864,801.57,5a3163d43e6816000159b6ed
7/18/2018,1,107.754,14,4,3,12,15,1717,726.624,304741,tpp,18-Sep,0,83.9963,5,0,1,1,5,1684,low,low,375.928,9,107.345,314,41,6,201,323,1782,815.783,5b9e4fb2dcb58a00011a3998
7/18/2018,1,94.2901,129,21,5,81,130,1752,734.592,304927,tpp,18-Sep,0,23.2742,3,0,1,1,3,1684,low,low,511.435,12,118.455,373,63,8,308,385,1828,803.113,59fda705d4ac3d00017f8756
7/18/2018,0,56.2471,22,2,3,8,22,1669,560.453,304489,tpp,18-Sep,0,0,1,0,0,0,1,1684,low,low,277.999,12,66.6176,423,38,5,208,435,1843,669.249,5a22ad4bda1af900010cd08e
7/18/2018,3,96.9063,67,14,4,49,70,1855,817.942,304841,tpp,18-Sep,0,56.7895,3,0,1,1,3,1684,low,low,395.71,7,85.0781,474,55,5,243,481,1794,721.283,5b814480adc6ad000138f30b
7/18/2018,0,135.971,23,7,6,26,23,1725,527.336,303294,tpp,18-Sep,0,0,1,0,0,0,1,1684,low,low,600.557,21,120.906,479,74,7,433,500,1865,624.824,5a15238b760e6a0001023b9b
7/18/2018,0,74.99,2,0,1,1,2,1680,128.512,303611,tpp,18-Sep,0,0,1,0,0,0,1,1684,low,low,198.55,27,172.95,669,186,8,875,696,2003,632.742,5ad1e89e67f81f0001c5c576
7/18/2018,0,102.787,12,1,2,7,12,1740,859.221,304326,tpp,18-Sep,0,91.5883,8,1,2,3,8,1685,low,low,508.2,1,88.5064,41,7,5,30,42,1842,842.362,59fdca6c2953ab0001abf4bd
7/18/2018,1,93.4076,96,11,4,59,97,1742,782.976,304427,tpp,18-Sep,0,84.459,3,0,2,2,3,1685,low,low,418.639,0,83.4001,47,5,5,24,47,1801,937.432,5a2ccf8086bd200001c1ee44
7/18/2018,1,164.387,64,14,6,66,65,1746,787.074,304444,tpp,18-Sep,0,116.798,28,4,4,26,28,1685,low,low,576.362,2,147.606,60,7,4,52,62,1850,914.226,59fd93d95b04b6000105b803
7/18/2018,0,192.318,3,1,2,3,3,1728,1070.2,303357,tpp,18-Sep,0,8.00381,3,0,1,1,3,1685,low,low,354.756,6,60.2388,76,5,3,30,82,1799,606.252,59fd98fae3be4700012f08f9
7/18/2018,4,97.9466,311,35,9,216,315,1903,613.523,304119,tpp,18-Sep,0,90.199,42,6,4,24,42,1685,low,low,462.601,4,104.908,88,20,6,66,92,1701,548.778,5b5efdc8cfcffd000167bf23
7/18/2018,0,134.413,86,15,6,63,86,1791,858.481,303876,tpp,18-Sep,0,0,1,0,0,0,1,1685,low,low,146.925,1,110.664,94,15,4,56,95,1824,887.308,5a05c147330b8b0001d548d6
7/18/2018,1,204.188,20,9,6,34,21,1793,586.818,303312,tpp,18-Sep,0,66.4413,4,0,1,1,4,1685,low,low,404.709,17,160.16,331,105,12,422,348,1913,636.114,5ae6db22e59ef00001f73129
7/18/2018,0,68.5871,22,3,3,11,22,1735,644.886,303835,tpp,18-Sep,0,0,3,0,0,0,3,1686,low,low,574.83,0,22.3001,7,0,1,1,7,1704,572.92,59fdbd158280d50001aeb14b
7/18/2018,7,111.044,151,29,5,117,158,1914,893.008,303740,tpp,18-Sep,0,124.323,12,4,3,8,12,1686,low,low,472.175,1,191.3,12,4,3,15,13,1805,1001.1,5a44e241f3aa760001b069b3
7/18/2018,0,86.3916,25,6,3,11,25,1704,659.937,304816,tpp,18-Sep,0,0,1,0,0,0,1,1686,low,low,108.985,0,98.0416,20,2,3,10,20,1754,709.665,5a04fa1df959730001a0c7fb
7/18/2018,0,83.745,130,16,5,77,130,1817,869.867,303629,tpp,18-Sep,0,6.12,2,0,0,0,2,1686,low,low,101.719,3,88.1876,60,6,3,33,63,1788,829.794,59fd9f4df526ab00016cdeb4
7/18/2018,0,41.5791,8,0,1,2,8,1678,403.99,303090,tpp,18-Sep,0,35.9261,3,0,1,1,3,1686,low,low,449.834,0,51.1521,86,7,3,22,86,1934,1018.1,5a59af72de478a0001eb286d
7/18/2018,0,64.9819,35,3,2,12,35,1684,606.692,304296,tpp,18-Sep,0,46.8114,5,1,1,1,5,1686,low,low,570.633,2,84.7995,86,7,3,42,88,1867,880.364,5a222aec2a3bea0001b591af
7/18/2018,10,114.814,138,25,6,114,148,1792,816.287,303916,tpp,18-Sep,0,113.613,4,2,3,3,4,1686,low,low,541.542,4,131.975,84,10,6,66,88,1865,904.062,5b2282f9663fc8000192eddc
7/18/2018,0,158.298,1,0,0,0,1,1704,968.585,303432,tpp,18-Sep,0,145.773,4,1,3,4,4,1686,low,low,358.776,5,184.837,88,23,6,102,93,1848,934.131,59fdc36231f34400017abbb7
7/18/2018,1,141.985,55,11,4,50,56,1761,700.713,303530,tpp,18-Sep,0,12.4127,4,0,0,0,4,1686,low,low,479.747,2,120.476,130,23,4,106,132,1936,772.241,5b8f531f97d7040001b9c62d
7/18/2018,1,222.039,56,24,8,114,57,1887,636.048,303356,tpp,18-Sep,0,232.118,2,1,2,2,2,1686,low,low,175.363,10,219.062,163,72,11,292,173,1930,668.956,59fdbc61c77f430001c15a08
7/18/2018,2,80.2613,64,6,7,42,66,1798,565.779,303379,tpp,18-Sep,0,95.15,2,0,1,1,2,1686,low,low,101.695,3,96.1942,172,21,7,118,175,1898,627.993,5b238e2c20eb340001a7f19d
7/18/2018,11,167.978,207,65,8,263,218,1885,883.707,303704,tpp,18-Sep,1,138.742,28,8,5,31,29,1686,low,low,692.158,15,138.664,251,63,6,228,266,1969,818.681,59fe3d2e44768d0001a72b1e
7/18/2018,0,229.833,17,7,6,26,17,1742,805.677,305008,tpp,18-Sep,0,47.2521,3,1,1,1,3,1686,low,low,318.373,29,253.67,404,179,17,783,433,1873,784.453,5a27e939fa81e4000170b95d
7/18/2018,1,72.1863,62,8,3,28,63,1791,844.799,303967,tpp,18-Sep,0,48.9269,12,0,3,4,12,1687,low,low,609.119,1,67.5267,29,1,2,9,30,1795,928.031,59fe3d10faae040001845ba1
7/18/2018,4,118.861,320,48,7,267,324,1905,808.033,303723,tpp,18-Sep,0,0,1,0,0,0,1,1687,low,low,805.144,1,91.2307,60,9,4,32,61,1818,701.089,5b5352df20ea6b0001cd966f
7/18/2018,3,86.9836,322,31,5,190,325,1861,873.807,304000,tpp,18-Sep,0,41.1485,4,0,1,1,4,1687,low,low,466.008,1,91.4093,63,6,5,44,64,1838,837.098,5a60bd5ff0378b00013edc5e
7/18/2018,1,118.748,53,11,5,48,54,1757,723.689,303823,tpp,18-Sep,0,0,2,0,0,0,2,1687,low,low,261.668,1,103.743,67,7,5,31,68,1722,719.474,5ba46cce9f76000001bea63f
7/18/2018,13,291.333,177,92,10,373,190,1902,978.982,303634,tpp,18-Sep,0,71.4,1,0,0,0,1,1687,low,low,146.273,4,219.391,73,27,5,114,77,1922,1014.98,5a374d424404c40001ce9605
7/18/2018,0,48.3438,5,0,1,1,5,1706,703.197,303570,tpp,18-Sep,0,0,1,0,0,0,1,1687,low,low,121.526,4,60.7108,100,7,4,35,104,1804,657.727,59fe3c561ea049000177c11f
7/18/2018,5,169.089,146,41,8,189,151,1750,773.924,303023,tpp,18-Sep,0,86.9255,6,1,2,4,6,1687,low,low,492.68,9,167.551,102,29,6,125,111,1896,935.95,59fe3d459bbf3b0001c4ec2d
7/18/2018,0,133.478,31,11,5,34,31,1774,621.433,303271,tpp,18-Sep,0,176.641,14,8,4,19,14,1687,low,low,480.871,28,193.122,474,189,10,739,502,1899,683.084,59fda0ee091f5200011883c8
7/18/2018,2,42.4336,60,2,3,17,62,1881,947.349,303656,tpp,18-Sep,0,33.3333,3,0,1,1,3,1688,low,low,388.012,0,47.9651,9,1,1,2,9,1720,1007.34,5a0530e294344a0001cb6461
