create_time,double_chicken,double_damage_per_match,double_deaths_num,double_headshot_kills_sum,double_kills_max,double_kills_sum,double_play_times,double_rating,double_survived_second,id,mode,season,solo_chicken,solo_damage_per_match,solo_deaths_num,solo_headshot_kills_sum,solo_kills_max,solo_kills_sum,solo_play_times,solo_rating,group1,group2,solo_survived_second,square_chicken,square_damage_per_match,square_deaths_num,square_headshot_kills_sum,square_kills_max,square_kills_sum,square_play_times,square_rating,square_survived_second,user_id
7/18/2018,1,110.434,106,9,4,75,107,1769,940.718,303950,tpp,18-Sep,0,11.61,2,0,0,0,2,1706,low,low,712.607,4,116.084,113,15,5,77,117,1846,934.423,5a547cf284f5970001fe4266
7/18/2018,3,128.433,149,29,9,134,152,1733,661.315,303450,tpp,18-Sep,0,123.44,23,8,7,23,23,1706,low,low,551.133,8,137.021,235,49,5,206,243,1824,707.83,5a3915c0b565c20001da7fbe
7/18/2018,0,140.765,15,3,5,15,15,1764,657.914,303573,tpp,18-Sep,0,167.725,4,0,2,2,4,1706,low,low,501.155,12,138.472,274,48,8,225,286,1848,707.576,5a9156354a5ddd000156f1da
7/18/2018,1,163.854,48,13,6,68,49,1796,712.322,304222,tpp,18-Sep,0,130.127,4,1,2,4,4,1706,low,low,826.693,12,140.804,290,72,7,285,302,1917,720.11,5af97ca1b2b03800019f5696
7/18/2018,1,137.864,28,7,6,29,29,1716,701.321,304600,tpp,18-Sep,0,0,1,0,0,0,1,1706,low,low,1169.71,9,145.591,313,62,7,266,322,1845,812.295,5a6321571854be00014c8bff
7/18/2018,0,81.5966,76,8,6,47,76,1739,691.3,303815,tpp,18-Sep,0,96.0033,19,4,4,13,19,1706,low,low,503.347,7,80.0801,332,44,6,161,339,1819,750.237,5a1cf113cc4fa3000135bb90
7/18/2018,0,65.0319,11,2,2,5,11,1771,944.464,304309,tpp,18-Sep,0,61.5878,3,0,1,1,3,1707,low,low,634.396,1,70.2355,22,1,1,4,23,1798,908.751,5b9124da1e4be0000167fb93
7/18/2018,0,243.756,17,10,8,33,17,1784,805.32,304350,tpp,18-Sep,0,1.445,2,0,1,1,2,1707,low,low,344.159,7,173.151,92,18,8,112,99,1838,660.968,59fd99e8bcd6b600015fda6a
7/18/2018,4,147.381,71,12,7,70,75,1812,920.408,304159,tpp,18-Sep,1,146.249,61,25,7,65,62,1707,low,low,659.969,7,154.951,101,35,7,100,108,1949,964.986,5ab47bc6f2ca410001b9c244
7/18/2018,0,80.7693,5,0,1,2,5,1721,845.037,303550,tpp,18-Sep,0,0,1,0,0,0,1,1707,low,low,709.957,3,40.0404,114,2,2,25,117,1892,825.357,5adeae22ca8fab0001f09dbb
7/18/2018,7,343.256,75,79,12,218,82,1869,621.962,303501,tpp,18-Sep,0,275.47,6,5,5,14,6,1707,low,low,444.548,9,344.674,131,86,13,323,140,1944,736.679,59fe3d16eaf5bd00016547ec
7/18/2018,0,117.164,121,10,6,83,121,1794,851.799,304628,tpp,18-Sep,0,280.605,1,0,2,2,1,1707,low,low,861.391,2,131.438,141,20,7,107,143,1996,1035.5,5a365bd673374700011f7ee0
7/18/2018,4,171.945,110,41,7,158,114,1909,791.707,303626,tpp,18-Sep,0,0,1,0,0,0,1,1707,low,low,912.117,1,132.56,148,21,5,121,149,1903,803.05,5ada1a3eef6259000108e02f
7/18/2018,3,114.529,10,0,4,10,13,1781,948.706,303158,tpp,18-Sep,0,13.475,4,0,0,0,4,1707,low,low,874.299,10,119.479,140,17,6,117,150,2018,1081.92,5a0596db93c4d40001fe31ee
7/18/2018,1,124.14,79,17,7,84,80,1825,611.492,303378,tpp,18-Sep,0,42.1875,2,0,0,0,2,1707,low,low,521.396,2,96.8155,149,26,6,90,151,1871,622.13,5a884cddf1bcc00001d89d49
7/18/2018,0,121.181,41,11,3,26,41,1795,795.122,304372,tpp,18-Sep,0,100.837,6,0,2,4,6,1707,low,low,637.072,6,122.631,155,39,6,132,161,1900,858.729,59fe3d29ae331800012b2e4e
7/18/2018,6,145.38,126,34,8,143,132,1843,768.155,303783,tpp,18-Sep,0,89.3202,5,1,3,4,5,1707,low,low,700.374,16,150.792,170,40,6,181,186,1776,770.415,59fda2938a12ab000157b4f4
7/18/2018,2,197.839,59,29,7,93,61,1844,644.784,303577,tpp,18-Sep,0,48.1739,6,0,2,3,6,1707,low,low,275.035,12,169.061,250,62,9,296,262,1888,677.558,59fe3d444536170001948900
7/18/2018,0,114.526,60,9,4,37,60,1745,527.814,303421,tpp,18-Sep,0,126.221,1,0,0,0,1,1707,low,low,1361,17,125.279,249,51,7,224,266,1895,711.922,5a23fffc1c4eac0001346c74
7/18/2018,2,152.278,38,4,5,44,40,1700,493.165,304946,tpp,18-Sep,0,212.502,3,0,3,4,3,1707,low,low,420.031,16,126.129,288,43,8,236,304,1799,738.314,5a35fb1e45f37b000194f2f9
7/18/2018,6,280.028,59,55,8,131,65,1828,627.197,304777,tpp,18-Sep,1,183.064,12,6,8,20,13,1707,low,low,331.978,45,267.167,432,350,17,1018,477,2016,640.889,5b2c9e7b252653000124081e
7/18/2018,1,168.052,98,22,7,131,99,1871,861.94,304163,tpp,18-Sep,0,14.8098,1,0,0,0,1,1708,low,low,1391.59,0,150.746,20,4,4,33,20,1830,918.727,59fdaca61015240001594781
7/18/2018,2,229.9,65,25,10,102,67,1883,833.074,304114,tpp,18-Sep,0,104.446,4,1,1,2,4,1708,low,low,628.182,0,211.413,25,9,9,37,25,1773,818.82,5aa66bcca888600001a85af8
7/18/2018,1,140.184,29,7,3,25,30,1820,872.302,303931,tpp,18-Sep,0,45.97,2,1,1,1,2,1708,low,low,986.099,0,96.8862,27,8,3,14,27,1729,734.929,59fe3d556b925c0001199e3d
7/18/2018,1,111.399,40,7,5,29,41,1713,732.873,303892,tpp,18-Sep,0,173.095,2,1,2,3,2,1708,low,low,642.588,0,145.682,43,6,6,32,43,1794,848.274,5a053b39e7b8ff0001fb96ee
7/18/2018,0,38.1483,4,0,1,1,4,1695,539.252,303135,tpp,18-Sep,0,115.47,1,0,0,0,1,1708,low,low,1269.04,4,45.4994,46,2,2,10,50,1807,756.896,59fdbe8d8350f8000119931d
7/18/2018,1,96.7187,18,3,3,10,19,1683,504.696,304627,tpp,18-Sep,0,269.606,1,0,1,1,1,1708,low,low,626.073,1,109.051,72,10,3,44,73,1880,903.18,5a55b44c099d0600017c147c
7/18/2018,2,111.781,61,9,5,42,63,1832,971.013,304433,tpp,18-Sep,0,68.1987,2,0,0,0,2,1708,low,low,1075.92,5,132.465,81,15,5,67,86,1838,853.239,5b27d46aca92f30001d4911f
7/18/2018,0,253.452,16,5,5,30,16,1738,662.279,303551,tpp,18-Sep,0,53.924,6,1,2,2,6,1708,low,low,734.815,5,284.541,82,43,8,159,87,1845,811.016,59fe3d0cfcbfe100018fec17
7/18/2018,0,140.743,41,9,5,37,41,1745,668.936,303833,tpp,18-Sep,0,28.2,1,0,0,0,1,1708,low,low,1279.72,4,138.882,129,18,7,130,133,1792,678.747,5a0a1331d9c0f80001c7083f
7/18/2018,4,101.78,95,12,5,65,99,1822,783.939,303087,tpp,18-Sep,1,113.196,44,4,7,40,45,1708,low,low,649.082,7,115.555,150,17,5,86,157,1936,926.176,5ac0fb07e6deb900018a1903
7/18/2018,0,68.6663,27,2,3,11,27,1803,1028.95,304672,tpp,18-Sep,0,140.021,2,0,1,1,2,1708,low,low,978.433,6,64.6298,158,14,4,60,164,1916,1050.37,5a9e89d9a7ab290001618d22
7/18/2018,2,119.664,77,9,3,63,79,1839,825.702,304785,tpp,18-Sep,0,73.2694,10,3,2,6,10,1708,low,low,599.18,7,115.667,182,36,6,151,189,1776,814.109,5a19819b1441eb00019fa1ad
7/18/2018,2,197.99,60,20,8,90,62,1900,841.93,304679,tpp,18-Sep,0,154.952,2,1,2,2,2,1708,low,low,744.591,13,161.149,224,72,9,248,237,2005,885.538,5ae9b65cba1f150001f434a7
7/18/2018,2,185.116,35,16,6,58,37,1723,645.897,304490,tpp,18-Sep,0,151.768,18,4,6,21,18,1708,low,low,398.457,8,223.21,238,109,11,382,246,1908,832.172,5aba2b3dd6ce890001ab9fb9
7/18/2018,2,89.3865,88,13,4,51,90,1716,629.783,303852,tpp,18-Sep,0,72.2529,64,6,3,32,64,1708,low,low,560.503,12,102.299,263,41,5,166,275,1876,836.546,59fd95ed19aa370001da9e47
7/18/2018,1,175.585,21,10,5,30,22,1797,942.13,303114,tpp,18-Sep,0,165.68,2,1,2,3,2,1708,low,low,509.91,20,188.908,306,91,8,378,326,1917,826.452,59fdc0d075618000011ff8c8
7/18/2018,0,14.5372,4,0,0,0,4,1701,617.927,303535,tpp,18-Sep,0,0,1,0,0,0,1,1708,low,low,1035.54,9,72.7214,365,39,6,172,374,1884,661.259,5a3e0291d51c7900014ea07d
7/18/2018,0,111.956,26,6,3,18,26,1821,827.006,303309,tpp,18-Sep,0,35.1135,6,0,1,1,6,1708,low,low,825.949,20,77.5168,514,61,5,314,534,1954,679.57,59fd94bfe3c54e0001d562de
7/18/2018,4,141.281,234,40,7,226,238,1802,749.035,304277,tpp,18-Sep,0,95.7737,10,0,2,7,10,1709,low,low,624.707,2,178.905,19,6,9,25,21,1734,921.311,5a75b413dac9860001603163
7/18/2018,1,176.185,30,11,6,43,31,1851,903.966,304178,tpp,18-Sep,0,125.368,1,0,1,1,1,1709,low,low,1109.52,1,169.475,24,6,5,21,25,1746,769.241,5ba755888e1d820001ae6f72
7/18/2018,1,301.651,14,6,6,31,15,1832,967.844,303718,tpp,18-Sep,0,81.9275,2,0,1,1,2,1709,low,low,573.281,1,204.189,25,7,8,37,26,1817,821.148,59fe3d5bd9484c000141443f
7/18/2018,0,147.308,47,10,5,45,47,1804,794.075,303883,tpp,18-Sep,1,207.371,7,5,7,14,8,1709,low,low,600.942,2,165.421,35,7,4,28,37,1771,908.074,5b06a9451d154100019de928
7/18/2018,1,141.343,16,5,3,14,17,1754,775.939,304337,tpp,18-Sep,0,129.898,2,0,1,1,2,1709,low,low,902.549,1,111.419,46,1,5,20,47,1814,819.285,5a94ece3e5d1970001151142
7/18/2018,0,68.8113,33,3,3,18,33,1739,573.842,304609,tpp,18-Sep,0,16.695,2,0,0,0,2,1709,low,low,681.396,3,58.3772,78,3,2,28,81,1827,676.133,59fe3d49543d2400019edd40
7/18/2018,0,83.2233,29,2,3,18,29,1768,616.584,304032,tpp,18-Sep,0,130.674,18,9,3,19,18,1709,low,low,465.301,2,111.907,88,21,4,68,90,1883,783.29,5a1d5f3c138b4b0001a04875
7/18/2018,2,172.359,42,11,8,44,44,1875,903.325,303168,tpp,18-Sep,0,125.087,32,7,5,31,32,1709,low,low,543.539,6,203.457,128,39,6,185,134,1918,783.776,59fd94823603db000187f536
7/18/2018,3,131.353,48,13,4,42,51,1752,710.45,303824,tpp,18-Sep,0,198.04,3,0,4,5,3,1709,low,low,940.884,4,133.766,144,21,7,116,148,1713,666.379,5b9e37b8ef4b8d00015afbab
7/18/2018,0,110.188,10,0,5,11,10,1781,1241.78,303026,tpp,18-Sep,0,21.285,1,0,0,0,1,1709,low,low,1424.15,8,99.4386,146,26,5,111,154,1816,880.036,59fe3d46c124a3000183e537
7/18/2018,0,60.0635,18,1,2,6,18,1767,928.471,303153,tpp,18-Sep,0,0,1,0,0,0,1,1709,low,low,1431.42,9,84.8928,161,12,5,66,170,1896,951.224,59fda7be07fe0c0001dc4475
7/18/2018,8,203.183,111,60,6,176,119,1971,977.738,303680,tpp,18-Sep,0,174.799,30,9,6,44,30,1709,low,low,375.396,16,209.096,213,100,9,331,229,1880,981.278,59fd9e99dd0d3b00012e1966
7/18/2018,2,110.498,42,3,4,27,44,1806,972.61,304446,tpp,18-Sep,0,127.234,6,1,2,5,6,1709,low,low,670.644,8,142.177,227,46,6,208,235,1869,967.755,5ab63dc98e31290001c5e017
7/18/2018,1,118.806,119,18,8,81,120,1662,603.435,304083,tpp,18-Sep,0,92.4725,22,7,3,15,22,1709,low,low,525.675,12,170.246,240,63,8,272,252,1820,772.272,59fdac3012a8ad00017d05d8
7/18/2018,3,148.267,146,40,6,146,149,1838,573.663,304333,tpp,18-Sep,0,160.303,30,7,5,37,30,1709,low,low,407.769,7,133.53,278,54,6,237,285,1819,647.929,59fdc79c3d1189000196293c
7/18/2018,1,231.362,89,43,9,160,90,1834,726.215,303851,tpp,18-Sep,1,273.342,12,9,10,28,13,1709,low,low,473.835,20,270.863,266,146,13,574,286,1912,790.067,59fd99e98ddb910001d870b5
7/18/2018,1,157.062,33,8,6,32,34,1803,863.336,303729,tpp,18-Sep,0,105.739,33,6,5,32,33,1709,low,low,450.596,12,115.255,352,59,10,248,364,1930,805.431,5a1ba1a2c1823d0001971c03
7/18/2018,0,158.327,38,9,8,45,38,1785,660.374,304920,tpp,18-Sep,0,128.25,3,0,1,2,3,1709,low,low,824.739,11,148.66,415,91,7,411,426,1884,706.744,5a2e306ec5d1b30001617e08
7/18/2018,0,141.653,19,5,6,24,19,1768,681.303,304819,tpp,18-Sep,0,137.5,2,1,3,3,2,1710,low,mid,398.484,0,64.3451,15,2,1,4,15,1747,536.568,5a166c1c4ca9000001bee999
7/18/2018,0,84.6004,5,0,3,5,5,1718,783.325,303435,tpp,18-Sep,0,76.7367,3,0,2,2,3,1710,low,mid,454.74,3,108.89,62,5,4,38,65,1856,739.566,5a3775b3d1101500014351a5
7/18/2018,0,116.111,23,0,3,15,23,1799,928.828,303470,tpp,18-Sep,0,55.0083,6,0,1,1,6,1710,low,mid,579.784,4,119.723,68,8,6,41,72,1846,859.409,5a292dc90da7450001cd0c4d
7/18/2018,1,52.4496,76,4,2,17,77,1742,659.949,304112,tpp,18-Sep,0,157.667,3,2,3,5,3,1710,low,mid,779.301,1,102.901,80,17,4,55,81,1752,744.647,5a647c17ec6c900001dd5411
7/18/2018,0,59.6204,5,1,1,1,5,1678,398.273,303422,tpp,18-Sep,0,122.253,4,1,3,4,4,1710,low,mid,509.197,5,105.935,78,21,5,53,83,1880,739.967,5bae17c80721000001290518
7/18/2018,1,153.151,13,2,5,20,14,1782,778.354,303427,tpp,18-Sep,0,144.392,3,2,1,2,3,1710,low,mid,575.277,5,163.46,103,25,6,150,108,1879,733.986,5a98e3c1424b4f0001848942
7/18/2018,3,140.183,131,36,8,124,134,1782,764.572,303991,tpp,18-Sep,1,157.896,18,2,4,17,19,1710,low,mid,752.543,8,160.029,113,27,6,120,121,1809,794.83,59fd98f7378ef90001564a7f
7/18/2018,1,115.416,27,6,4,22,28,1769,738.343,304747,tpp,18-Sep,0,109.244,5,2,2,4,5,1710,low,mid,562.475,4,68.0714,194,16,3,66,198,1821,761.314,59fdbef2d7f38800014f028e
7/18/2018,1,92.45,48,6,3,27,49,1792,604.857,303248,tpp,18-Sep,0,47.6988,3,1,1,1,3,1710,low,mid,589.077,8,125.86,265,52,7,224,273,1921,712.567,5ace4acde492ad0001894c20
7/18/2018,3,164.487,60,19,8,77,63,1825,639.54,303445,tpp,18-Sep,0,144.912,14,5,7,14,14,1710,low,mid,632.576,13,162.336,381,72,7,403,394,1917,704.836,5a19ae22977f91000115ad0e
7/18/2018,0,117.737,9,0,4,9,9,1738,841.691,303019,tpp,18-Sep,0,94.0123,22,5,3,17,22,1711,low,mid,515.056,2,73.7461,30,1,2,15,32,1769,729.424,59fe3d49213f7e00018cc74b
7/18/2018,1,114.17,9,0,4,10,10,1728,613.443,304770,tpp,18-Sep,0,204.712,2,1,3,3,2,1711,low,mid,621.971,1,111.932,36,6,5,30,37,1793,798.855,59fe3d30ed79fa00017e0f8e
7/18/2018,0,80.9594,15,1,2,6,15,1811,1136.32,304882,tpp,18-Sep,0,196.02,1,1,1,1,1,1711,low,mid,1494.59,1,98.7485,37,6,3,22,38,1897,947.174,59fd9a99a39a6300013adb5d
7/18/2018,0,35.5797,11,0,1,1,11,1757,994.259,304070,tpp,18-Sep,0,66.152,7,0,1,3,7,1711,low,mid,665.544,0,87.3593,39,4,2,15,39,1700,808.404,5b1e7c6642b003000193071d
7/18/2018,1,245.671,18,10,6,31,19,1782,765.325,303586,tpp,18-Sep,0,150.389,2,1,3,3,2,1711,low,mid,628.214,5,285.694,48,22,9,121,53,1926,716.394,5b2204683510ef0001841b9a
7/18/2018,2,315.799,14,9,10,43,16,1820,703.008,303238,tpp,18-Sep,0,202.893,1,1,2,2,1,1711,low,mid,780.018,3,295.344,79,31,8,160,82,2042,774.309,59fdcd3aa7183e0001e16e07
7/18/2018,0,207.308,12,6,4,19,12,1772,994.595,303281,tpp,18-Sep,1,177.252,2,0,3,4,3,1711,low,mid,576.5,12,254.046,122,48,11,258,134,1957,867.553,59fda477a763e70001f072a4
7/18/2018,1,240.207,37,18,8,72,38,1865,1013.08,304356,tpp,18-Sep,0,156.051,7,1,4,9,7,1711,low,mid,631.629,11,241.728,140,47,8,224,151,1939,963.823,59fd93dcff9007000107014f
7/18/2018,0,16.5034,3,0,1,1,3,1703,605.523,304295,tpp,18-Sep,0,46.4246,53,5,2,14,53,1711,low,mid,736.597,4,45.576,166,10,3,26,170,1814,874.553,5b3e4ed918108c000175f1a5
7/18/2018,1,65.3236,8,0,2,5,9,1695,540.577,303549,tpp,18-Sep,0,119.958,6,0,3,4,6,1711,low,mid,801.044,6,113.794,170,27,6,123,176,1843,808.524,59fdb89c091fa8000125cc6e
7/18/2018,3,118.589,71,19,5,61,74,1819,697.787,304453,tpp,18-Sep,0,127.826,9,0,3,7,9,1711,low,mid,448.426,6,116.392,182,34,6,124,188,1916,775.819,5a17ed7977434d00018636d8
7/18/2018,1,81.1034,60,6,3,35,61,1746,574.561,303370,tpp,18-Sep,0,100,1,0,1,1,1,1711,low,mid,946.349,14,74.7857,196,22,3,88,210,1861,673.963,5aa28ec51afa150001d3cf9d
7/18/2018,0,113.713,4,0,2,3,4,1685,295.816,304866,tpp,18-Sep,0,209.307,2,2,3,3,2,1712,low,mid,770.086,0,122.173,11,5,3,12,11,1767,1059.69,59fd987f879ecd00018f615a
7/18/2018,1,114.602,75,16,4,60,76,1766,761.518,304110,tpp,18-Sep,0,175.092,4,1,3,6,4,1712,low,mid,908.533,0,45.5904,42,1,1,7,42,1676,654.256,5a86ed5ae25da300010c066c
7/18/2018,6,216.44,130,45,11,221,136,1821,822.324,304099,tpp,18-Sep,0,150,2,1,3,3,2,1712,low,mid,625.501,1,170.336,41,9,6,59,42,1795,725.966,5ac46c3eaad0dc0001a412dc
7/18/2018,1,114.26,33,8,5,27,34,1871,1049.48,303690,tpp,18-Sep,0,12.1275,2,0,0,0,2,1712,low,mid,1051.56,0,111.387,49,10,6,34,49,1786,750.081,5b9fbb252e55dd0001f06dd8
7/18/2018,3,122.647,148,22,4,101,151,1781,789.227,304239,tpp,18-Sep,0,48.0522,3,1,1,1,3,1712,low,mid,715.539,4,99.6621,52,6,5,35,56,1817,714.028,5a118f77985c52000180ec2c
7/18/2018,1,211.857,24,8,8,39,25,1854,831.178,304871,tpp,18-Sep,0,147.868,6,1,2,8,6,1712,low,mid,411.747,3,169.046,62,20,7,73,65,1876,767.898,5aa237fe9a2ed50001806666
7/18/2018,5,181.39,277,66,7,376,282,1831,591.941,304966,tpp,18-Sep,0,167.917,3,3,5,5,3,1712,low,mid,923.851,2,188.801,72,24,7,88,74,1841,654.664,5a005856522cb40001bcb9be
7/18/2018,2,79.1498,148,18,5,72,150,1889,638.522,303693,tpp,18-Sep,0,67.5019,3,0,1,1,3,1712,low,mid,690.535,0,60.4854,81,2,4,30,81,1698,807.734,5a2a788f8b8ddc00010667c4
7/18/2018,0,34.9062,59,1,4,8,59,1845,746.754,303642,tpp,18-Sep,0,264.557,1,0,2,2,1,1712,low,mid,1185.6,1,50.0644,92,3,3,23,93,1829,797.64,59fe3d48e262750001acda54
7/18/2018,0,21.8,28,0,1,2,28,1683,453.033,304336,tpp,18-Sep,0,104.187,4,0,2,4,4,1712,low,mid,566.104,2,66.2306,108,8,5,49,110,1780,649.728,5a54586bfa4980000172e5ca
7/18/2018,2,189.209,67,40,8,112,69,1855,655.736,304814,tpp,18-Sep,0,204.747,4,3,6,7,4,1712,low,mid,777.402,4,166.178,163,47,7,189,167,1917,753.771,5ab6553fb289a50001818371
7/18/2018,0,52.2739,15,0,1,1,15,1754,979.303,303105,tpp,18-Sep,0,0,2,0,0,0,2,1712,low,mid,1196.92,2,46.1412,186,10,3,35,188,1940,995.729,5ad49354abacdd000187fd2c
7/18/2018,1,272.621,59,27,8,104,60,1877,873.058,304977,tpp,18-Sep,0,246.11,1,1,3,3,1,1712,low,mid,676.618,14,239.402,174,67,10,306,188,1934,737.64,59fdb951bc3b35000158e9e5
7/18/2018,3,91.855,285,44,6,163,288,1807,722.107,303460,tpp,18-Sep,1,61.2581,17,6,8,10,18,1712,low,mid,575.991,4,100.302,299,31,7,189,303,1818,715.335,5b551a89fab7900001e329dd
7/18/2018,1,140.462,76,16,7,82,77,1812,745.365,304525,tpp,18-Sep,2,115.694,28,4,6,29,30,1712,low,mid,525.22,9,104.752,306,58,5,211,315,1860,824.238,5a7c326c05eaf60001fe837e
7/18/2018,0,307.863,16,4,5,33,16,1800,811.626,304635,tpp,18-Sep,0,281.504,3,1,4,7,3,1712,low,mid,866.754,15,257.42,309,133,10,611,324,1896,769.211,59fe3c4deaf5bd000165425d
7/18/2018,0,121.697,33,1,6,28,33,1766,666.696,303571,tpp,18-Sep,0,168.106,19,10,4,21,19,1712,low,mid,625.433,16,144.519,358,74,8,339,374,1874,783.64,5b84200905ee330001437e93
7/18/2018,2,131.089,107,18,5,87,109,1769,737.843,303536,tpp,18-Sep,0,95.159,21,3,4,14,21,1712,low,mid,546.162,18,140.55,461,83,7,393,479,1934,782.108,5a03405d182752000193940f
7/18/2018,0,107.583,38,2,2,23,38,1823,791.475,304080,tpp,18-Sep,0,422.616,1,1,3,3,1,1713,low,mid,943.204,0,117.839,15,2,4,19,15,1723,590.014,59fdb64c52077d0001bfcc70
7/18/2018,0,72.327,24,2,2,11,24,1851,1190.42,304034,tpp,18-Sep,0,131.751,1,0,1,1,1,1713,low,mid,1649.33,0,80.6827,27,2,3,10,27,1819,1030.07,5b94d307386d890001cc15c4
7/18/2018,1,79.2422,52,7,3,23,53,1899,1177.72,304152,tpp,18-Sep,0,86.2362,2,1,1,1,2,1713,low,mid,1173.12,1,95.5714,28,1,4,17,29,1761,851.346,59fdaa13d55a760001d30a99
7/18/2018,0,168.496,11,3,3,8,11,1761,900.372,303264,tpp,18-Sep,0,145.495,3,1,1,2,3,1713,low,mid,746.661,6,182.544,56,15,6,71,62,1927,941.856,59fe3d2f9f95d50001ed5c80
7/18/2018,0,230.017,15,4,4,21,15,1791,879.204,303266,tpp,18-Sep,0,164.095,5,1,3,9,5,1713,low,mid,403.763,6,254.856,69,45,14,144,75,1958,829.162,59fe3d4a00985a0001eede5d
7/18/2018,1,262.225,31,13,6,61,32,1910,1144.92,303137,tpp,18-Sep,0,310.003,2,1,2,3,2,1713,low,mid,837.599,8,230.645,83,36,8,142,91,1920,1044.08,59fdb06d8875180001192344
7/18/2018,0,141.375,24,5,3,16,24,1740,617.702,304820,tpp,18-Sep,0,218.484,4,1,3,4,4,1713,low,mid,785.006,1,104.119,96,12,6,63,97,1857,830.44,5a0c4d0a6805f5000149d2d0
7/18/2018,0,150.204,11,0,4,10,11,1746,664.395,303608,tpp,18-Sep,0,169.959,5,3,5,7,5,1713,low,mid,667.819,2,122.463,112,23,7,104,114,1907,650.308,59fdc9b752f508000126f46a
7/18/2018,0,120.59,34,6,4,32,34,1828,691.919,303124,tpp,18-Sep,0,145.293,3,1,3,3,3,1713,low,mid,677.758,4,113.18,111,19,4,81,115,1890,858.683,5a41eafd31d4f200015a0f31
7/18/2018,0,85.688,21,2,2,12,21,1773,908.691,304361,tpp,18-Sep,0,173.606,1,0,1,1,1,1713,low,mid,1561.64,4,80.3901,120,15,4,52,124,1911,975.415,5a1808211fcd8000019c0a0a
7/18/2018,15,203.381,330,136,9,562,345,1814,715.622,304205,tpp,18-Sep,0,191.751,18,10,5,33,18,1713,low,mid,462.466,8,222.551,132,68,11,238,140,1758,705.413,5a13988859b6b20001882cd5
7/18/2018,4,186.195,41,10,6,62,45,1900,1083.96,304145,tpp,18-Sep,0,509.74,1,1,2,2,1,1713,low,mid,1450.39,10,149.676,136,29,7,158,146,1920,996.547,59fd9573ee37c400015e29b6
7/18/2018,2,63.1099,77,2,2,23,79,1727,662.882,304897,tpp,18-Sep,0,58.4251,12,1,2,5,12,1713,low,mid,816.081,6,90.4637,150,18,5,90,156,1753,843.424,5b9669b03a25be0001c6676d
7/18/2018,0,36.33,110,4,2,21,110,1745,617.07,304545,tpp,18-Sep,0,68.5067,11,0,1,4,11,1713,low,mid,645.189,5,51.2337,242,9,3,49,247,1866,816.809,5a5d8720ee946c0001a0c88e
7/18/2018,2,80.1065,58,5,3,32,60,1752,746.679,304963,tpp,18-Sep,0,37.9735,12,0,2,4,12,1713,low,mid,777.262,7,95.8323,241,61,15,151,248,1903,864.729,5a06e89b960564000109693d
7/18/2018,2,99.7275,226,27,5,152,228,1787,574.958,303748,tpp,18-Sep,0,51.9702,24,1,2,8,24,1713,low,mid,423.006,11,97.2082,320,56,6,223,331,1873,643.097,5a5ec7e3645e3a000173af1c
7/18/2018,1,98.3006,61,6,3,34,62,1842,958.52,303743,tpp,18-Sep,0,267.201,1,0,2,2,1,1713,low,mid,1325.14,5,95.4705,333,39,5,154,338,1981,996.316,5a2245808459050001b31dc6
7/18/2018,1,182.211,84,20,7,117,85,1825,793.18,303121,tpp,18-Sep,0,169.401,3,0,3,5,3,1713,low,mid,839.466,13,150.341,408,88,9,417,421,1847,878.529,59fda3476362700001dd27e8
7/18/2018,1,95.2372,42,5,7,28,43,1813,778.651,303780,tpp,18-Sep,0,113.075,2,2,2,2,2,1714,low,mid,1081.07,0,144.394,10,2,4,8,10,1777,887.456,5baa315aaa8a100001e95259
7/18/2018,1,172.362,37,12,7,48,38,1800,843.485,303715,tpp,18-Sep,0,157.353,13,4,4,14,13,1714,low,mid,625.658,1,229.181,20,3,4,21,21,1828,1095.61,59fe3d283fe5fe0001566a0e
7/18/2018,4,137.189,242,59,7,230,246,1864,898.006,303722,tpp,18-Sep,0,139.167,2,0,2,2,2,1714,low,mid,1045.15,0,131.092,32,6,5,29,32,1857,1016.08,5a1d9dd264f5b400017b1321
7/18/2018,0,53.348,9,2,3,5,9,1740,659.113,304043,tpp,18-Sep,0,200,1,1,2,2,1,1714,low,mid,1079.11,3,106.819,71,20,6,58,74,1893,755.831,5ae466ffd88d7900013388bb
7/18/2018,0,119.583,28,3,3,16,28,1827,1041.58,304212,tpp,18-Sep,0,196,1,1,2,2,1,1714,low,mid,1092.06,1,119.708,104,18,6,67,105,1788,791.062,59fd94ff0823060001ab7c08
7/18/2018,0,200.033,24,9,5,34,24,1785,718.36,304791,tpp,18-Sep,0,79.8271,11,3,2,7,11,1714,low,mid,668.693,4,150.61,152,38,8,156,156,1865,630.839,59fdfa3b52da6200016aac1d
7/18/2018,3,256.863,10,4,5,29,13,1832,1045.88,303500,tpp,18-Sep,0,260.624,1,0,2,2,1,1714,low,mid,906.747,6,208.35,179,59,8,254,185,1912,854.59,59fda22014ab9c0001778f49
7/18/2018,3,135.781,48,8,3,51,51,1859,789.667,303511,tpp,18-Sep,0,248.021,2,1,3,3,2,1714,low,mid,666.088,10,119.633,180,22,5,150,190,1909,739.354,5a1c02632b08ff0001e52539
7/18/2018,1,121.56,154,26,7,124,155,1836,899.024,304128,tpp,18-Sep,0,108.807,1,0,1,1,1,1714,low,mid,1483.43,6,144.301,209,31,7,176,215,1861,916.343,59fe3d5c5244af0001672e78
